index,x,y,random_split,systematic_split
126,4.214046822742475,-0.2330420536766427,val,test
127,4.247491638795986,-0.0888424684287967,test,test
128,4.280936454849498,0.1612668746070502,test,test
129,4.31438127090301,-0.0857504094163005,test,test
130,4.3478260869565215,-0.4988584306004218,train,train
131,4.381270903010034,0.1668813732976877,test,test
132,4.414715719063545,-0.2546926903444305,test,test
133,4.448160535117057,0.4032766651907172,test,test
134,4.481605351170568,-0.0977032013707009,test,test
135,4.51505016722408,0.9583206883476127,test,val
136,4.548494983277592,0.1044836345258998,test,test
137,4.581939799331104,0.3783409886957027,val,test
138,4.615384615384615,0.930385257433481,val,test
139,4.648829431438127,0.2171031251586875,test,test
140,4.682274247491638,0.9095617529411554,val,train
141,4.715719063545151,1.4530439431518491,test,test
142,4.749163879598662,0.3989767920322404,test,test
143,4.782608695652174,1.225403266742679,test,test
144,4.816053511705685,1.360488066254452,test,test
145,4.849498327759197,1.6673114231086452,test,val
146,4.882943143812708,0.9486755168334722,test,test
147,4.916387959866221,0.9929031570758284,test,test
148,4.949832775919732,1.7944006389638991,test,test
149,4.983277591973244,1.754287926540261,train,test
150,5.016722408026756,1.76963269181516,val,train
151,5.050167224080267,1.8251198332738587,train,test
152,5.083612040133779,1.4142713006106071,test,test
153,5.117056856187291,1.7614290966403383,test,test
154,5.150501672240803,1.7507845058709024,test,test
155,5.183946488294314,1.2963022716602182,test,val
156,5.217391304347826,2.26136546819942,val,test
157,5.250836120401337,1.6235565508316876,test,test
158,5.2842809364548495,0.8641823473021473,test,test
159,5.317725752508361,1.4997600513464429,test,test
160,5.351170568561873,0.7357288134467737,train,train
161,5.384615384615384,1.3233721455559735,test,test
162,5.418060200668896,1.3519412469926966,test,test
163,5.451505016722408,0.4398168304449814,test,test
164,5.48494983277592,1.0352140844379942,test,test
165,5.518394648829431,0.7014044058788012,test,val
166,5.551839464882943,0.7585026696295563,val,test
167,5.585284280936454,1.090818995468541,test,test
168,5.618729096989966,0.1472047413358411,test,test
169,5.652173913043478,-0.1305697043459508,train,test
170,5.68561872909699,-0.2459017250026817,test,train
171,5.719063545150502,-0.2633079544798181,val,test
172,5.752508361204013,-0.0002649212179614,val,test
173,5.785953177257525,0.1489530449072333,test,test
174,5.8193979933110365,0.1189570691812039,train,test
175,5.852842809364549,0.3479586946790479,test,val
176,5.88628762541806,0.0429151530818901,test,test
177,5.919732441471572,0.6500993169671285,test,test
178,5.953177257525083,0.0024191086042799,test,test
179,5.986622073578595,1.2426801703851549,test,test
180,6.020066889632107,0.4559492096332516,test,train
181,6.053511705685619,-0.0834011914102575,test,test
182,6.08695652173913,-0.1143970623768583,val,test
183,6.120401337792642,0.5602827138544426,test,test
184,6.153846153846153,0.3283699830223564,test,test
185,6.187290969899665,0.7494705082673901,test,val
186,6.220735785953177,0.6937464463647038,test,test
187,6.254180602006689,0.5095051179315002,train,test
188,6.2876254180602,0.2272018231871933,train,test
189,6.321070234113712,-0.0197765032910925,train,test
190,6.354515050167223,0.4209940818884946,test,train
191,6.387959866220736,0.949383796369671,train,test
192,6.421404682274247,0.6943949352875439,val,test
193,6.454849498327759,0.1083162771390732,test,test
194,6.488294314381271,0.6711091674965483,test,test
195,6.521739130434782,0.750183210073347,test,val
196,6.555183946488294,0.2374543504801554,test,test
197,6.588628762541806,0.6499040249592519,test,test
198,6.622073578595318,0.6132912536771082,test,test
199,6.655518394648829,0.140160582430919,test,test
200,6.688963210702341,0.7549144586480527,test,train
201,6.722408026755852,0.8587599332166955,test,test
202,6.7558528428093645,1.0992577607342162,test,test
203,6.789297658862876,1.1284566752500949,test,test
204,6.822742474916388,0.2060165632166148,val,test
205,6.856187290969899,0.4408555628354693,test,val
206,6.889632107023411,1.0887152168529457,test,test
207,6.9230769230769225,1.16138075162315,test,test
208,6.956521739130435,1.239742938829416,test,test
209,6.989966555183946,2.655265532112548,test,test
210,7.023411371237458,0.9231912139018073,test,train
211,7.056856187290969,1.227358491397307,test,test
212,7.090301003344481,1.227977680967382,test,test
213,7.123745819397993,1.1724255578154594,val,test
214,7.157190635451505,0.8408896238720606,train,test
215,7.190635451505017,1.312929423831052,test,val
216,7.224080267558528,0.7276421043575201,test,test
217,7.25752508361204,0.9528126799575332,test,test
218,7.290969899665551,0.8462138354310536,test,test
219,7.324414715719063,1.0472217014098273,test,test
220,7.357859531772575,1.895562337826264,test,train
221,7.391304347826087,0.1595617472659185,test,test
222,7.424749163879598,1.1003266871330983,test,test
223,7.45819397993311,0.0843226651351916,test,test
224,7.491638795986621,0.4306656833781581,test,test
225,7.525083612040134,0.9342103247477068,test,val
226,7.558528428093645,0.3958452656746131,test,test
227,7.591973244147157,-0.1936659565714992,test,test
228,7.625418060200668,-0.1818862635541099,test,test
229,7.65886287625418,0.2461959399023581,test,test
230,7.692307692307692,-0.4405579227663658,test,train
231,7.725752508361204,-0.1738439418403852,test,test
232,7.759197324414715,-0.3400964214831776,test,test
233,7.792642140468227,-0.6997712168885767,test,test
234,7.826086956521738,0.3572082358370765,test,test
235,7.85953177257525,-0.2865830387136208,train,val
236,7.892976588628763,-1.367297018581831,test,test
237,7.926421404682274,-0.4765209315659515,test,test
238,7.959866220735786,-0.786639135018022,test,test
239,7.993311036789297,-0.1296334682929796,test,test
240,8.02675585284281,-0.7157428347414845,test,train
241,8.060200668896321,-0.3544152770255343,test,test
242,8.093645484949832,-0.0007321333043549,test,test
243,8.127090301003344,0.2617367779891396,val,test
244,8.160535117056856,-0.4377008242287455,test,test
245,8.193979933110368,0.0406661644264121,test,val
246,8.227424749163879,0.1177723359701012,test,test
247,8.26086956521739,0.1771651756936089,test,test
248,8.294314381270903,1.2693042823420724,test,test
249,8.327759197324415,0.8403469720271479,test,test
250,8.361204013377925,0.2769819643486866,test,train
251,8.394648829431437,1.2368602557824615,test,test
252,8.42809364548495,1.7905781503647629,train,test
253,8.461538461538462,1.409159040669907,test,test
254,8.494983277591972,0.4248084295700544,test,test
255,8.528428093645484,0.8572651774776607,test,val
256,8.561872909698996,1.5588269838690212,test,test
257,8.595317725752508,0.7540150153608982,train,test
258,8.62876254180602,1.1852185005181686,test,test
259,8.66220735785953,1.2757737666878777,test,test
260,8.695652173913043,0.5432908123715323,test,train
261,8.729096989966555,0.8307481835377387,test,test
262,8.762541806020067,-0.5066267607447301,test,test
263,8.795986622073578,0.3126748799863904,test,test
264,8.82943143812709,0.553410847922297,val,test
265,8.862876254180602,0.0887668701136711,test,val
266,8.896321070234114,1.1773747091461175,test,test
267,8.929765886287624,-0.1067409322134709,test,test
268,8.963210702341136,0.2354763542534429,test,test
269,8.996655518394649,0.4157503180838044,test,test
270,9.03010033444816,0.8978464147549647,train,train
271,9.063545150501673,-0.2893832796646718,test,test
272,9.096989966555183,0.7191491431204065,test,test
273,9.130434782608695,0.2315649352270288,test,test
274,9.163879598662207,-0.1876134719716151,test,test
275,9.197324414715718,0.3705268604138261,test,val
276,9.23076923076923,0.2484968700038109,train,test
277,9.264214046822742,-0.0860739306733999,test,test
278,9.297658862876254,0.1686965324076084,test,test
279,9.331103678929766,-0.0250345554534806,test,test
280,9.364548494983277,0.1645806146364911,test,train
281,9.397993311036789,0.3763823599884556,test,test
282,9.4314381270903,0.7413443416723068,test,test
283,9.464882943143811,-0.3887237158823829,test,test
284,9.498327759197323,0.9643086095199188,test,test
285,9.531772575250836,-0.6585671354631096,test,val
286,9.565217391304348,0.0804433135408006,test,test
287,9.59866220735786,0.4042063166393606,test,test
288,9.63210702341137,0.3187189912276112,test,test
289,9.665551839464882,0.004963039045763,test,test
290,9.698996655518394,0.2289269107237308,test,train
291,9.732441471571908,0.1831590848841805,test,test
292,9.765886287625417,0.221939777779968,test,test
293,9.799331103678927,0.8825188397419418,test,test
294,9.83277591973244,0.7761074094300459,test,test
295,9.866220735785951,0.4498404329887352,test,val
296,9.899665551839464,1.1806362215778712,test,test
297,9.933110367892976,1.0342733866381812,test,test
298,9.966555183946488,1.3202989950798474,train,test
299,10.0,1.3204850127953265,train,test
